Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamilyName,Kinship,Deck,Alone,AgeGroup
0,2,1,18.0,0,0,621,14.7,2,2,147,0,8,1.0,0
0,3,1,1.0,5,2,566,7.82,2,0,220,7,8,0.0,1
1,2,0,36.0,0,0,220,13.0,2,1,80,0,8,1.0,0
0,3,1,29.0,0,0,447,7.73,1,2,531,0,8,1.0,0
1,2,0,17.0,0,0,625,12.0,0,1,333,0,8,1.0,3
1,1,1,36.0,1,2,33,30.0,2,2,100,3,1,0.0,0
1,3,1,21.0,0,0,401,7.8,2,2,282,0,8,1.0,0
0,3,1,28.0,2,0,246,7.92,2,2,227,2,8,0.0,0
1,1,0,23.0,1,0,416,37.76,0,1,430,1,3,0.0,0
1,3,0,24.0,0,2,616,8.35,2,3,537,2,6,0.0,0
0,3,1,22.0,0,0,410,7.8,2,2,291,0,8,1.0,0
0,3,0,31.0,0,0,414,7.85,2,1,454,0,8,1.0,0
0,2,1,46.0,0,0,226,13.0,2,2,386,0,8,1.0,0
0,2,1,23.0,0,0,146,10.5,2,4,462,0,8,1.0,0
1,2,0,28.0,0,0,140,12.65,2,3,612,0,8,1.0,0
1,3,1,39.0,0,0,663,7.92,2,2,437,0,8,1.0,0
0,3,1,26.0,0,0,292,8.05,2,2,4,0,8,1.0,0
0,3,0,21.0,1,0,492,9.82,2,1,296,1,8,0.0,0
0,3,1,28.0,1,0,668,7.92,2,2,230,1,8,0.0,0
0,3,0,20.0,0,0,267,8.66,2,1,456,0,8,1.0,0
0,2,1,34.0,1,0,230,21.0,2,2,200,1,8,0.0,0
0,3,1,51.0,0,0,321,7.75,2,2,642,0,8,1.0,0
1,2,1,3.0,1,1,237,6.25,2,0,507,2,8,0.0,1
0,3,1,21.0,0,0,255,7.78,2,2,59,0,8,1.0,0
0,3,0,29.0,3,1,488,6.37,2,1,332,4,8,0.0,0
0,3,1,29.0,0,0,367,7.9,2,2,541,0,8,1.0,0
0,3,1,29.0,0,0,487,6.86,1,2,243,0,8,1.0,0
1,1,0,33.0,1,0,92,45.0,1,1,398,1,2,0.0,0
0,2,1,29.0,0,0,135,0.0,2,2,137,0,8,1.0,0
1,3,1,44.0,0,0,655,7.92,2,2,590,0,8,1.0,0
0,3,0,29.0,0,0,295,8.05,2,3,390,0,8,1.0,0
1,2,0,34.0,1,1,224,32.5,2,3,165,2,8,0.0,0
1,2,0,18.0,0,2,168,13.0,2,1,551,2,8,0.0,0
0,2,1,30.0,0,0,225,13.0,2,2,376,0,8,1.0,0
0,3,0,10.0,0,2,307,8.05,2,1,619,2,8,0.0,1
0,3,1,29.0,0,0,392,7.9,0,2,207,0,8,1.0,0
0,3,1,21.0,0,0,534,7.73,1,2,106,0,8,1.0,0
0,3,1,29.0,0,0,259,7.88,2,2,660,0,8,1.0,0
0,3,0,28.0,1,1,331,7.2,2,3,142,2,8,0.0,0
0,3,1,18.0,1,1,458,10.11,2,2,520,2,8,0.0,0
0,3,1,29.0,0,0,521,7.25,2,2,650,0,8,1.0,0
1,2,0,28.0,1,0,100,26.0,2,3,113,1,8,0.0,0
1,2,0,19.0,0,0,170,13.0,2,1,489,0,8,1.0,0
0,3,1,29.0,0,0,437,7.75,1,2,185,0,8,1.0,0
1,3,1,32.0,0,0,644,8.05,2,2,490,0,4,1.0,0
1,1,1,28.0,0,0,3,26.55,2,2,62,0,2,1.0,0
1,3,0,29.0,1,0,476,8.05,2,3,601,1,8,0.0,0
1,2,0,42.0,1,0,627,26.0,2,3,355,1,8,0.0,0
0,3,1,17.0,0,0,657,7.12,2,2,297,0,8,1.0,3
0,1,1,50.0,1,0,72,27.95,2,2,553,1,4,0.0,0
1,1,0,14.0,1,2,33,30.0,2,1,100,3,1,0.0,3
0,3,0,21.0,2,2,676,8.59,2,1,187,4,8,0.0,0
1,2,0,24.0,2,3,237,6.25,2,3,507,5,8,0.0,0
0,1,1,64.0,1,4,95,65.75,2,2,189,5,2,0.0,2
0,2,1,31.0,0,0,547,10.5,2,2,319,0,8,1.0,0
1,2,0,45.0,1,1,571,8.75,2,3,243,2,8,0.0,0
0,3,1,20.0,0,0,305,9.5,2,2,233,0,8,1.0,0
0,3,1,25.0,1,0,328,7.78,2,2,486,1,8,0.0,0
1,2,0,28.0,0,0,116,13.0,2,1,504,0,8,1.0,0
1,3,1,29.0,0,0,499,8.11,2,2,289,0,8,1.0,0
1,1,1,4.0,0,2,289,81.86,2,0,156,2,0,0.0,1
1,2,0,13.0,0,1,162,9.75,2,1,391,1,8,0.0,3
1,1,1,34.0,0,0,45,26.55,2,2,544,0,8,1.0,0
1,3,0,5.0,2,1,194,4.81,0,1,32,3,8,0.0,1
1,1,1,52.0,0,0,40,30.5,2,4,488,0,2,1.0,0
0,2,1,36.0,1,2,561,9.25,2,2,638,3,8,0.0,0
0,3,1,29.0,1,0,497,19.97,2,2,229,1,8,0.0,0
0,1,1,30.0,0,0,22,27.75,0,2,188,0,2,1.0,0
1,1,1,49.0,1,0,84,44.55,0,2,216,1,2,0.0,0
0,3,1,29.0,0,0,528,8.05,2,2,474,0,8,1.0,0
1,3,1,29.0,0,0,379,7.9,0,2,281,0,8,1.0,0
0,1,1,65.0,0,0,73,26.55,2,2,396,0,4,1.0,2
1,1,0,29.0,1,0,86,51.86,2,3,308,1,3,0.0,0
1,2,0,50.0,0,0,572,10.5,2,1,606,0,8,1.0,0
0,3,1,29.0,0,0,468,7.75,1,2,446,0,8,1.0,0
1,1,1,48.0,0,0,96,26.55,2,2,15,0,4,1.0,0
0,3,1,34.0,0,0,429,8.05,2,2,411,0,8,1.0,0
0,1,1,47.0,0,0,6,38.5,2,2,206,0,4,1.0,0
0,2,1,48.0,0,0,121,13.0,2,2,397,0,8,1.0,0
0,3,1,29.0,0,0,539,8.05,2,2,366,0,8,1.0,0
0,3,1,38.0,0,0,639,7.05,2,2,219,0,8,1.0,0
0,2,1,29.0,0,0,135,0.0,2,2,91,0,8,1.0,0
0,1,1,56.0,0,0,44,26.55,2,2,569,0,8,1.0,0
0,3,1,29.0,0,0,421,7.72,1,2,540,0,8,1.0,0
1,3,0,0.75,2,1,194,4.81,0,1,32,3,8,0.0,1
0,3,1,29.0,0,0,272,7.25,2,2,305,0,8,1.0,0
0,3,1,38.0,0,0,263,8.66,2,2,85,0,8,1.0,0
1,2,0,33.0,1,2,561,9.25,2,3,638,3,8,0.0,0
1,2,0,23.0,0,0,628,13.79,0,3,288,0,3,1.0,0
0,3,0,22.0,0,0,509,9.84,2,1,586,0,8,1.0,0
0,1,1,29.0,0,0,2,26.0,2,2,115,0,0,1.0,0
0,2,1,34.0,1,0,252,10.5,2,2,502,1,8,0.0,0
0,3,1,29.0,1,0,315,7.05,2,2,73,1,8,0.0,0
0,3,1,22.0,0,0,411,7.52,2,2,301,0,8,1.0,0
1,3,0,2.0,0,1,251,12.29,2,1,259,1,8,0.0,1
0,3,1,9.0,5,2,566,7.82,2,0,220,7,8,0.0,1
0,2,1,29.0,0,0,136,0.0,2,2,195,0,8,1.0,0
0,3,1,50.0,0,0,531,8.05,2,2,524,0,8,1.0,0
1,3,0,63.0,0,0,489,9.59,2,3,616,0,8,1.0,2
1,1,1,25.0,1,0,64,45.54,0,2,60,1,1,0.0,0
0,3,0,29.0,3,1,488,6.37,2,1,332,4,8,0.0,0
1,1,0,35.0,1,0,93,45.0,2,3,271,1,2,0.0,0
0,1,1,58.0,0,0,61,29.7,0,2,307,0,1,1.0,0
0,3,1,30.0,0,0,517,8.05,2,2,574,0,8,1.0,0
1,3,1,9.0,1,1,562,7.95,2,0,130,2,8,0.0,1
0,3,1,29.0,1,0,498,19.97,2,2,229,1,8,0.0,0
0,3,1,21.0,0,0,649,7.25,2,2,649,0,8,1.0,0
0,1,1,55.0,0,0,41,30.5,2,2,405,0,2,1.0,0
0,1,1,71.0,0,0,603,49.5,0,2,23,0,8,1.0,2
0,3,1,21.0,0,0,518,8.05,2,2,580,0,8,1.0,0
0,3,1,29.0,0,0,176,7.23,0,2,657,0,8,1.0,0
1,1,0,54.0,1,0,454,39.13,0,1,178,1,3,0.0,0
0,3,1,29.0,0,0,564,15.1,2,2,547,0,8,1.0,0
0,1,0,25.0,1,2,37,37.89,2,3,12,3,2,0.0,0
0,3,1,24.0,0,0,402,7.8,2,2,593,0,8,1.0,0
0,3,1,17.0,0,0,261,8.66,2,2,89,0,8,1.0,3
0,3,0,21.0,0,0,433,7.75,1,1,92,0,8,1.0,0
0,3,0,29.0,0,0,276,7.63,1,1,450,0,8,1.0,0
0,3,0,37.0,0,0,490,9.59,2,1,322,0,8,1.0,0
1,1,0,16.0,0,0,0,28.83,2,1,365,0,1,1.0,3
0,1,1,18.0,1,0,611,54.45,0,2,476,1,2,0.0,0
1,2,0,33.0,0,2,180,13.0,2,3,496,2,8,0.0,0
1,1,1,29.0,0,0,10,26.55,2,2,72,0,8,1.0,0
0,3,1,28.0,0,0,542,22.52,2,2,453,0,8,1.0,0
1,3,1,26.0,0,0,80,8.07,2,2,326,0,8,1.0,0
1,3,1,29.0,0,0,479,7.75,1,2,141,0,8,1.0,0
0,3,1,29.0,0,0,648,8.05,2,2,634,0,8,1.0,0
1,1,1,36.0,0,0,577,26.29,2,2,383,0,4,1.0,0
1,1,0,54.0,1,0,599,59.4,0,3,523,1,8,0.0,0
0,3,1,24.0,0,0,356,7.5,2,2,118,0,8,1.0,0
0,1,1,47.0,0,0,456,34.02,2,2,629,0,3,1.0,0
1,2,0,34.0,0,0,560,10.5,2,3,337,0,5,1.0,0
0,3,1,29.0,0,0,469,8.05,1,2,527,0,8,1.0,0
1,2,0,36.0,1,0,110,26.0,2,3,20,1,8,0.0,0
0,3,1,32.0,0,0,381,7.9,2,2,472,0,8,1.0,0
1,1,0,30.0,0,0,67,46.75,2,1,480,0,1,1.0,0
0,3,1,22.0,0,0,390,7.9,2,2,627,0,8,1.0,0
0,3,1,29.0,0,0,173,7.22,0,2,320,0,8,1.0,0
1,1,0,44.0,0,1,7,28.99,0,3,258,1,1,0.0,0
0,3,1,29.0,0,0,217,7.23,0,2,303,0,8,1.0,0
0,3,1,40.5,0,0,446,7.75,1,2,180,0,8,1.0,0
1,2,0,50.0,0,0,673,10.5,2,1,508,0,8,1.0,0
0,1,1,29.0,0,0,583,221.78,2,2,181,0,2,1.0,0
0,3,1,39.0,0,0,250,7.92,2,2,535,0,8,1.0,0
0,2,1,23.0,2,1,235,11.5,2,2,260,3,8,0.0,0
1,2,0,2.0,1,1,180,13.0,2,1,496,2,8,0.0,1
0,3,1,29.0,0,0,181,7.23,0,2,609,0,8,1.0,0
0,3,1,17.0,1,1,210,7.23,0,2,173,2,8,0.0,3
1,3,0,29.0,0,2,196,11.18,0,3,482,2,8,0.0,0
0,3,0,30.0,0,0,260,8.66,2,1,85,0,8,1.0,0
1,2,0,7.0,0,2,571,8.75,2,1,243,2,8,0.0,1
0,1,1,45.0,0,0,21,26.55,2,4,82,0,1,1.0,0
1,1,0,30.0,0,0,614,53.21,0,1,329,0,8,1.0,0
0,3,1,29.0,0,0,426,14.5,2,2,511,0,8,1.0,0
1,1,0,22.0,0,2,75,49.5,0,1,193,2,1,0.0,0
1,1,0,36.0,0,2,680,35.5,2,1,134,2,1,0.0,0
0,3,0,9.0,4,2,333,4.47,2,1,16,6,8,0.0,1
0,3,0,11.0,4,2,333,4.47,2,1,16,6,8,0.0,1
1,2,1,32.0,1,0,233,13.0,2,2,47,1,8,0.0,0
0,1,1,50.0,1,0,614,53.21,0,2,161,1,2,0.0,0
0,1,1,64.0,0,0,501,26.0,2,2,433,0,8,1.0,2
1,2,0,19.0,1,0,233,13.0,2,3,47,1,8,0.0,0
1,2,1,29.0,0,0,631,13.86,0,2,461,0,8,1.0,0
0,3,1,33.0,1,1,423,6.84,2,2,218,2,8,0.0,0
1,2,1,8.0,1,1,558,18.38,2,0,147,2,8,0.0,1
1,1,1,17.0,0,2,83,27.72,0,2,597,2,2,0.0,3
0,2,1,27.0,0,0,148,26.0,2,2,545,0,8,1.0,0
0,3,1,29.0,0,0,284,7.83,1,2,444,0,8,1.0,0
1,3,1,22.0,0,0,171,7.22,0,2,331,0,8,1.0,0
1,3,0,22.0,0,0,335,7.78,2,1,452,0,8,1.0,0
0,1,1,62.0,0,0,52,26.55,2,2,652,0,8,1.0,2
1,1,0,48.0,1,0,57,39.6,0,4,167,1,0,0.0,0
0,1,1,29.0,0,0,610,56.88,0,2,512,0,8,1.0,0
1,1,0,39.0,1,1,1,26.55,2,3,595,2,4,0.0,0
1,3,0,36.0,1,0,300,17.4,2,3,661,1,8,0.0,0
0,3,1,29.0,0,0,471,7.75,1,2,412,0,8,1.0,0
0,3,1,40.0,0,0,389,7.9,2,2,559,0,8,1.0,0
0,2,1,28.0,0,0,103,13.5,2,2,438,0,8,1.0,0
0,3,1,29.0,0,0,651,8.05,2,2,554,0,8,1.0,0
0,3,0,29.0,0,0,645,8.05,2,1,389,0,8,1.0,0
0,3,1,24.0,2,0,519,12.08,2,2,147,2,8,0.0,0
0,3,1,19.0,0,0,352,7.9,2,2,585,0,8,1.0,0
0,3,0,29.0,0,4,395,5.27,2,3,463,4,8,0.0,0
0,3,1,29.0,0,0,207,7.23,0,2,157,0,8,1.0,0
1,3,1,32.0,0,0,415,7.85,2,2,295,0,8,1.0,0
1,2,1,62.0,0,0,624,10.5,2,2,241,0,8,1.0,2
1,1,0,53.0,2,0,60,51.48,2,3,21,2,2,0.0,0
1,1,1,36.0,0,0,578,26.39,2,2,185,0,4,1.0,0
1,3,0,29.0,0,0,77,7.75,1,1,306,0,8,1.0,0
0,3,1,16.0,0,0,520,8.05,2,2,526,0,8,1.0,3
0,3,1,19.0,0,0,420,7.25,2,2,470,0,8,1.0,0
1,2,0,34.0,0,0,143,13.0,2,1,203,0,8,1.0,0
1,1,0,39.0,1,0,72,27.95,2,3,553,1,4,0.0,0
0,3,0,29.0,1,0,209,14.46,0,3,94,1,8,0.0,0
1,3,1,32.0,0,0,661,7.92,2,2,296,0,8,1.0,0
1,2,0,25.0,1,1,133,30.0,2,1,111,2,8,0.0,0
1,1,0,39.0,1,1,83,27.72,0,3,597,2,2,0.0,0
0,2,1,54.0,0,0,226,13.0,2,2,163,0,8,1.0,0
0,1,1,36.0,0,0,68,40.12,0,2,521,0,0,1.0,0
0,3,1,29.0,0,0,291,8.71,0,2,471,0,8,1.0,0
1,1,0,18.0,0,2,1,26.55,2,1,595,2,4,0.0,0
0,2,1,47.0,0,0,129,15.0,2,2,284,0,8,1.0,0
1,1,1,60.0,1,1,74,79.2,0,2,194,2,1,0.0,2
0,3,1,22.0,0,0,79,8.05,2,2,210,0,8,1.0,0
0,3,1,29.0,0,0,515,8.05,2,2,419,0,8,1.0,0
0,3,1,35.0,0,0,656,7.12,2,2,510,0,8,1.0,0
1,1,0,52.0,1,0,454,39.13,0,3,582,1,3,0.0,0
0,3,1,47.0,0,0,532,7.25,2,2,174,0,8,1.0,0
0,3,0,29.0,0,2,434,7.75,1,1,68,2,8,0.0,0
0,2,1,37.0,1,0,626,26.0,2,2,105,1,8,0.0,0
0,3,1,36.0,1,1,307,8.05,2,2,619,2,8,0.0,0
1,2,0,29.0,0,0,155,11.0,2,1,335,0,8,1.0,0
0,3,1,49.0,0,0,574,0.0,2,2,292,0,8,1.0,0
0,3,1,29.0,0,0,192,7.22,0,2,67,0,8,1.0,0
1,1,1,49.0,1,0,584,28.46,0,4,167,1,0,0.0,0
1,2,0,24.0,2,1,142,13.5,2,3,280,3,8,0.0,0
0,3,1,29.0,0,0,360,7.9,2,2,564,0,8,1.0,0
0,1,1,29.0,0,0,46,42.4,2,2,240,0,8,1.0,0
0,3,1,44.0,0,0,430,8.05,2,2,607,0,8,1.0,0
1,1,1,35.0,0,0,9,26.55,0,2,266,0,8,1.0,0
0,3,1,36.0,1,0,396,15.55,2,2,348,1,8,0.0,0
0,3,1,30.0,0,0,385,7.9,2,2,300,0,8,1.0,0
1,1,1,27.0,0,0,50,30.5,2,2,143,0,8,1.0,0
1,2,0,22.0,1,2,634,13.86,0,3,327,3,8,0.0,0
1,1,0,40.0,0,0,588,51.15,2,1,550,0,2,1.0,0
0,3,0,39.0,1,5,333,4.47,2,3,16,6,8,0.0,0
0,3,1,29.0,0,0,638,7.05,2,2,283,0,8,1.0,0
1,3,0,29.0,1,0,444,7.75,1,1,420,1,8,0.0,0
0,3,1,29.0,0,0,467,7.75,1,2,269,0,8,1.0,0
0,3,1,35.0,0,0,431,8.05,2,2,75,0,8,1.0,0
1,2,0,24.0,1,2,106,32.5,2,1,255,3,8,0.0,0
0,3,1,34.0,1,1,331,7.2,2,2,142,2,8,0.0,0
0,3,0,26.0,1,0,536,8.05,2,3,352,1,8,0.0,0
1,2,0,4.0,2,1,114,19.5,2,1,49,3,5,0.0,1
0,2,1,26.0,0,0,253,10.5,2,2,205,0,8,1.0,0
0,3,1,27.0,1,0,188,7.23,0,2,653,1,8,0.0,0
1,1,1,42.0,1,0,56,52.55,2,2,311,1,3,0.0,0
1,3,1,20.0,1,1,187,7.87,0,2,424,2,8,0.0,0
0,3,1,21.0,0,0,400,7.85,2,2,235,0,8,1.0,0
0,3,1,21.0,0,0,495,8.05,2,2,69,0,8,1.0,0
0,1,1,61.0,0,0,455,32.32,2,2,592,0,3,1.0,2
0,2,1,57.0,0,0,104,12.35,1,4,314,0,8,1.0,0
1,1,0,21.0,0,0,71,25.99,2,1,354,0,3,1.0,0
0,3,1,26.0,0,0,369,7.9,2,2,66,0,8,1.0,0
0,3,1,29.0,0,0,286,7.73,1,2,445,0,8,1.0,0
1,1,1,80.0,0,0,218,30.0,2,2,41,0,0,1.0,2
0,3,1,51.0,0,0,345,7.05,2,2,358,0,8,1.0,0
1,1,1,32.0,0,0,70,30.5,0,4,577,0,1,1.0,0
0,1,1,29.0,0,0,13,0.0,2,2,466,0,8,1.0,0
0,3,0,9.0,3,2,337,4.65,2,1,563,5,8,0.0,1
1,2,0,28.0,0,0,130,13.0,2,1,148,0,8,1.0,0
0,3,1,32.0,0,0,664,7.92,2,2,334,0,8,1.0,0
0,2,1,31.0,1,1,556,8.75,2,2,122,2,8,0.0,0
0,3,0,41.0,0,5,249,6.61,2,3,464,5,8,0.0,0
0,3,1,29.0,1,0,476,8.05,2,2,601,1,8,0.0,0
0,3,1,20.0,0,0,409,7.85,2,2,286,0,8,1.0,0
1,1,0,24.0,0,0,581,34.65,0,1,533,0,1,1.0,0
0,3,0,2.0,3,2,337,4.65,2,1,563,5,8,0.0,1
1,3,1,29.0,0,0,80,8.07,2,2,186,0,8,1.0,0
1,3,0,0.75,2,1,194,4.81,0,1,32,3,8,0.0,1
1,1,1,48.0,1,0,587,25.58,0,2,239,1,3,0.0,0
0,3,1,19.0,0,0,373,7.9,2,2,128,0,8,1.0,0
1,1,1,56.0,0,0,69,35.5,0,4,555,0,0,1.0,0
0,3,1,29.0,0,0,620,7.55,2,2,646,0,8,1.0,0
1,3,0,23.0,0,0,567,7.55,2,1,580,0,8,1.0,0
0,3,1,29.0,0,0,366,7.9,2,2,402,0,8,1.0,0
1,2,0,18.0,0,1,117,11.5,2,1,158,1,8,0.0,0
0,3,1,21.0,0,0,512,8.43,2,2,298,0,8,1.0,0
1,3,0,29.0,0,0,277,7.83,1,1,449,0,8,1.0,0
0,3,0,18.0,0,0,439,6.75,1,1,250,0,8,1.0,0
0,2,1,24.0,2,0,621,14.7,2,2,257,2,8,0.0,0
0,3,1,29.0,0,0,368,7.9,2,2,497,0,8,1.0,0
0,3,0,32.0,1,1,435,7.75,1,3,68,2,8,0.0,0
0,2,1,23.0,0,0,241,13.0,2,2,170,0,8,1.0,0
0,1,1,58.0,0,2,416,37.76,0,2,430,2,3,0.0,0
1,1,1,50.0,2,0,605,66.82,2,4,192,2,8,0.0,0
0,3,1,40.0,0,0,172,7.22,0,2,33,0,8,1.0,0
0,1,1,47.0,0,0,496,25.59,2,2,121,0,4,1.0,0
0,3,1,36.0,0,0,357,7.5,2,2,118,0,8,1.0,0
1,3,1,20.0,1,0,660,7.92,2,2,349,1,8,0.0,0
0,2,1,32.0,2,0,621,14.7,2,2,257,2,8,0.0,0
0,2,1,25.0,0,0,123,13.0,2,2,81,0,8,1.0,0
0,3,1,29.0,0,0,256,7.78,2,2,518,0,8,1.0,0
0,3,1,43.0,0,0,529,8.05,2,2,127,0,8,1.0,0
1,1,0,29.0,1,0,99,26.0,2,3,596,1,2,0.0,0
1,2,0,40.0,1,1,240,19.5,2,3,76,2,8,0.0,0
0,1,1,31.0,1,0,569,52.0,2,2,146,1,1,0.0,0
0,2,1,70.0,0,0,550,10.5,2,2,401,0,8,1.0,2
1,2,1,31.0,0,0,145,13.0,2,2,645,0,8,1.0,0
0,2,1,29.0,0,0,138,0.0,2,2,632,0,8,1.0,0
0,3,1,18.0,0,0,397,7.78,2,2,169,0,8,1.0,0
0,3,1,24.5,0,0,294,8.05,2,2,539,0,8,1.0,0
1,3,0,18.0,0,0,493,9.84,2,1,615,0,8,1.0,0
0,3,0,43.0,1,6,566,7.82,2,3,220,7,8,0.0,0
1,1,1,36.0,0,1,608,170.78,0,2,96,1,1,0.0,0
0,3,0,29.0,0,0,281,8.14,1,1,483,0,8,1.0,0
1,1,1,27.0,0,0,587,25.58,0,2,244,0,3,1.0,0
0,3,1,20.0,0,0,500,9.22,2,2,455,0,8,1.0,0
0,3,1,14.0,5,2,566,7.82,2,2,220,7,8,0.0,3
0,2,1,60.0,1,1,240,19.5,2,2,76,2,8,0.0,2
0,2,1,25.0,1,2,634,13.86,0,2,327,3,8,0.0,0
0,3,1,14.0,4,1,249,6.61,2,2,464,5,8,0.0,3
0,3,1,19.0,0,0,372,10.17,2,2,140,0,8,1.0,0
0,3,1,18.0,0,0,403,7.8,2,2,183,0,8,1.0,0
1,1,0,15.0,0,1,141,70.45,2,1,362,1,1,0.0,3
1,1,1,31.0,1,0,89,28.5,2,2,154,1,1,0.0,0
1,3,0,4.0,0,1,393,13.42,0,1,302,1,8,0.0,1
1,3,1,29.0,0,0,80,8.07,2,2,324,0,8,1.0,0
0,3,1,25.0,0,0,200,7.22,0,2,529,0,8,1.0,0
0,1,1,60.0,0,0,48,26.55,2,4,635,0,8,1.0,2
0,2,1,52.0,0,0,156,13.5,2,2,105,0,8,1.0,0
0,3,1,44.0,0,0,425,8.05,2,2,306,0,8,1.0,0
1,3,0,29.0,0,0,419,7.73,1,1,418,0,8,1.0,0
0,1,1,49.0,1,1,83,27.72,0,2,597,2,2,0.0,0
0,3,1,42.0,0,0,346,7.65,2,2,272,0,5,1.0,0
1,1,0,18.0,1,0,610,56.88,0,3,26,1,2,0.0,0
1,1,1,35.0,0,0,579,26.29,2,2,552,0,4,1.0,0
0,3,0,18.0,0,1,211,7.23,0,1,39,1,8,0.0,0
0,3,1,25.0,0,0,449,7.74,1,2,201,0,8,1.0,0
0,3,1,26.0,1,0,398,7.85,2,2,235,1,8,0.0,0
0,2,1,39.0,0,0,170,13.0,2,2,411,0,8,1.0,0
1,2,0,45.0,0,0,108,13.5,2,3,306,0,8,1.0,0
1,1,1,42.0,0,0,580,26.29,2,2,87,0,4,1.0,0
1,1,0,22.0,0,0,37,37.89,2,1,114,0,8,1.0,0
1,3,1,29.0,1,1,189,7.62,0,0,414,2,8,0.0,0
1,1,0,24.0,0,0,582,49.5,0,1,377,0,2,1.0,0
0,1,1,29.0,0,0,19,26.55,2,2,315,0,2,1.0,0
1,1,1,48.0,1,0,99,26.0,2,2,596,1,2,0.0,0
0,3,1,29.0,0,0,506,9.48,2,2,328,0,8,1.0,0
0,2,1,52.0,0,0,164,6.5,2,2,223,0,8,1.0,0
0,3,1,19.0,0,0,348,7.65,2,2,573,0,5,1.0,0
1,1,0,38.0,0,0,610,56.88,0,1,177,0,2,1.0,0
1,2,0,27.0,0,0,293,10.5,2,1,613,0,4,1.0,0
0,3,1,29.0,0,0,440,15.5,1,2,382,0,8,1.0,0
0,3,1,33.0,0,0,319,7.78,2,2,292,0,8,1.0,0
1,2,0,6.0,0,1,155,11.0,2,1,239,1,8,0.0,1
0,3,1,17.0,1,0,408,7.05,2,2,286,1,8,0.0,3
0,2,1,34.0,0,0,65,13.0,2,2,212,0,8,1.0,0
0,2,1,50.0,0,0,161,13.0,2,2,261,0,8,1.0,0
1,1,1,27.0,1,0,51,26.55,2,2,104,1,4,0.0,0
0,3,1,20.0,0,0,266,8.66,2,2,456,0,8,1.0,0
1,2,0,30.0,3,0,252,10.5,2,3,502,3,8,0.0,0
1,3,0,29.0,0,0,451,7.74,1,1,370,0,8,1.0,0
0,2,1,25.0,1,0,127,26.0,2,2,77,1,8,0.0,0
0,3,0,25.0,1,0,667,7.92,2,1,277,1,8,0.0,0
1,1,0,29.0,0,0,141,70.45,2,1,11,0,1,1.0,0
0,3,1,11.0,0,0,216,9.39,0,2,245,0,8,1.0,1
0,2,1,29.0,0,0,137,0.0,2,2,317,0,8,1.0,0
0,2,1,23.0,0,0,228,13.0,2,2,55,0,8,1.0,0
0,2,1,23.0,0,0,119,13.0,2,2,611,0,8,1.0,0
0,3,1,28.5,0,0,495,8.05,2,2,647,0,8,1.0,0
0,3,0,48.0,1,3,676,8.59,2,3,187,4,8,0.0,0
1,1,1,35.0,0,0,608,170.78,0,2,341,0,1,1.0,0
0,3,1,29.0,0,0,349,7.9,2,2,279,0,8,1.0,0
0,3,1,29.0,0,0,364,7.9,2,2,425,0,8,1.0,0
1,1,1,29.0,0,0,82,30.0,2,2,246,0,3,1.0,0
0,1,1,36.0,1,0,91,39.42,2,2,101,1,2,0.0,0
1,1,0,21.0,2,2,602,131.19,0,1,528,4,1,0.0,0
0,3,1,24.0,1,0,477,16.1,2,2,388,1,8,0.0,0
1,3,1,31.0,0,0,662,7.92,2,2,587,0,8,1.0,0
0,1,1,70.0,1,1,680,35.5,2,4,134,2,1,0.0,2
0,3,1,16.0,1,1,551,10.12,2,2,1,2,8,0.0,3
1,2,0,30.0,0,0,165,13.0,2,1,556,0,8,1.0,0
0,1,1,19.0,1,0,35,53.1,2,2,374,1,3,0.0,0
0,3,1,31.0,0,0,287,7.75,1,2,124,0,8,1.0,0
1,2,0,4.0,1,1,234,23.0,2,1,637,2,8,0.0,1
1,3,1,6.0,0,1,486,6.24,2,0,407,1,4,0.0,1
0,3,1,33.0,0,0,312,9.5,2,2,621,0,8,1.0,0
0,3,1,23.0,0,0,351,7.9,2,2,294,0,8,1.0,0
1,2,0,48.0,1,2,106,32.5,2,3,255,3,8,0.0,0
1,2,1,0.67,1,1,166,7.25,2,0,232,2,8,0.0,1
0,3,1,28.0,0,0,404,7.8,2,2,97,0,8,1.0,0
0,2,1,18.0,0,0,238,11.5,2,2,34,0,8,1.0,0
0,3,1,34.0,0,0,424,8.05,2,2,598,0,8,1.0,0
1,1,0,33.0,0,0,0,28.83,2,4,522,0,1,1.0,0
0,3,1,29.0,0,0,420,7.25,2,2,202,0,8,1.0,0
0,3,1,41.0,0,0,646,7.12,2,2,436,0,8,1.0,0
1,3,1,20.0,0,0,191,7.23,0,2,38,0,8,1.0,0
1,1,0,36.0,1,2,33,30.0,2,3,100,3,1,0.0,0
0,3,1,16.0,0,0,327,7.78,2,2,171,0,8,1.0,3
1,1,0,51.0,1,0,71,25.99,2,3,262,1,3,0.0,0
0,1,1,29.0,0,0,18,39.6,0,4,74,0,8,1.0,0
0,3,0,30.5,0,0,436,7.75,1,1,369,0,8,1.0,0
0,3,1,29.0,1,0,469,8.05,1,2,409,1,8,0.0,0
0,3,1,32.0,0,0,511,8.36,2,2,225,0,8,1.0,0
0,3,1,24.0,0,0,313,9.5,2,2,345,0,8,1.0,0
0,3,1,48.0,0,0,407,7.85,2,2,286,0,8,1.0,0
